ano,mes,data,regiao,uf,cidade,tipo_acidente,periodo_dia,acidentes,feridos,mortes,chuva_mm,visibilidade,veiculos_envolvidos,nivel_gravidade
2022,5,2022-05-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Tarde,21,10,0,61.5,Ruim,30,Leve
2022,5,2022-05-01,Nordeste,MA,S?o Lu?s,Atropelamento,Madrugada,14,10,0,0,Boa,21,Leve
2022,5,2022-05-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Noite,27,12,1,18.3,Moderada,56,Cr?tico
2022,5,2022-05-01,Centro-Oeste,DF,Bras?lia,Colis?o,Noite,21,11,1,44.6,Boa,34,Grave
2022,5,2022-05-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,20,15,0,15.3,Moderada,34,Moderado
2022,5,2022-05-01,Centro-Oeste,GO,Aparecida de Goi?nia,Sa?da de pista,Tarde,20,15,0,28.9,Boa,41,Moderado
2022,5,2022-05-01,Centro-Oeste,MT,Cuiab?,Sa?da de pista,Manh?,18,9,0,31.4,Boa,31,Leve
2022,5,2022-05-01,Centro-Oeste,MS,Campo Grande,Colis?o,Noite,27,21,2,60.0,Muito ruim,52,Cr?tico
2022,5,2022-05-01,Sudeste,SP,S?o Paulo,Colis?o,Manh?,34,20,1,25.1,Boa,54,Cr?tico
2022,5,2022-05-01,Sudeste,SP,Campinas,Colis?o,Manh?,39,29,1,26.6,Boa,58,Cr?tico
2022,5,2022-05-01,Sudeste,SP,Ribeir?o Preto,Atropelamento,Noite,38,27,4,33.1,Ruim,58,Cr?tico
2022,5,2022-05-01,Sudeste,RJ,Rio de Janeiro,Sa?da de pista,Madrugada,30,22,1,35.9,Boa,52,Cr?tico
2022,5,2022-05-01,Sudeste,RJ,Niter?i,Atropelamento,Noite,29,17,1,0.0,Ruim,56,Cr?tico
2022,5,2022-05-01,Sudeste,RJ,Nova Igua?u,Colis?o,Madrugada,46,23,2,26.0,Ruim,97,Cr?tico
2022,5,2022-05-01,Sudeste,RJ,Petr?polis,Colis?o,Manh?,30,23,0,22.3,Moderada,46,Grave
2022,5,2022-05-01,Sudeste,MG,Belo Horizonte,Atropelamento,Manh?,20,18,0,25.5,Boa,40,Moderado
2022,5,2022-05-01,Sudeste,MG,Uberl?ndia,Colis?o,Manh?,29,16,0,22.2,Moderada,52,Moderado
2022,5,2022-05-01,Sudeste,MG,Juiz de Fora,Capotamento,Madrugada,27,17,2,56.2,Muito ruim,56,Cr?tico
2022,5,2022-05-01,Sudeste,ES,Vit?ria,Atropelamento,Madrugada,28,19,2,65.0,Boa,47,Cr?tico
2022,5,2022-05-01,Sudeste,ES,Vila Velha,Atropelamento,Manh?,22,16,1,39.7,Moderada,38,Cr?tico
2022,5,2022-05-01,Sudeste,ES,Serra,Atropelamento,Tarde,27,23,0,68.3,Ruim,43,Grave
2022,5,2022-05-01,Sul,PR,Curitiba,Sa?da de pista,Manh?,18,12,1,26.1,Boa,36,Grave
2022,5,2022-05-01,Sul,PR,Londrina,Atropelamento,Manh?,12,12,1,32.0,Moderada,23,Grave
2022,5,2022-05-01,Sul,SC,Florian?polis,Capotamento,Noite,19,8,2,17.3,Ruim,37,Cr?tico
2022,5,2022-05-01,Sul,SC,Joinville,Colis?o,Tarde,20,16,1,7.3,Moderada,29,Cr?tico
2022,5,2022-05-01,Sul,RS,Porto Alegre,Capotamento,Manh?,21,10,0,66.5,Moderada,44,Leve
2022,5,2022-05-01,Sul,RS,Caxias do Sul,Atropelamento,Manh?,14,14,1,32.7,Boa,28,Grave
2022,6,2022-06-01,Norte,AM,Manaus,Capotamento,Madrugada,23,11,1,35.8,Moderada,46,Grave
2022,6,2022-06-01,Norte,PA,Bel?m,Sa?da de pista,Tarde,20,13,0,6.9,Moderada,37,Moderado
2022,6,2022-06-01,Norte,PA,Santar?m,Colis?o,Manh?,11,8,0,36.7,Ruim,21,Leve
2022,6,2022-06-01,Norte,RO,Porto Velho,Sa?da de pista,Manh?,19,8,1,50.9,Muito ruim,33,Grave
2022,6,2022-06-01,Norte,TO,Palmas,Sa?da de pista,Tarde,22,12,0,60.7,Muito ruim,40,Moderado
2022,6,2022-06-01,Nordeste,BA,Salvador,Capotamento,Tarde,15,11,0,20.7,Ruim,22,Leve
2022,6,2022-06-01,Nordeste,BA,Feira de Santana,Colis?o,Madrugada,33,16,0,42.7,Moderada,70,Moderado
2022,6,2022-06-01,Nordeste,PE,Recife,Sa?da de pista,Tarde,13,10,0,0,Boa,20,Leve
2022,6,2022-06-01,Nordeste,PE,Jaboat?o dos Guararapes,Atropelamento,Manh?,18,15,1,39.6,Boa,36,Cr?tico
2022,6,2022-06-01,Nordeste,CE,Fortaleza,Sa?da de pista,Manh?,15,11,0,9.9,Boa,23,Leve
2022,6,2022-06-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Tarde,15,14,0,11.2,Moderada,27,Moderado
2022,6,2022-06-01,Nordeste,MA,S?o Lu?s,Colis?o,Noite,27,16,1,34.3,Moderada,40,Cr?tico
2022,6,2022-06-01,Nordeste,PB,Jo?o Pessoa,Atropelamento,Manh?,16,15,0,27.5,Muito ruim,24,Moderado
2022,6,2022-06-01,Centro-Oeste,DF,Bras?lia,Capotamento,Tarde,16,13,1,65.8,Ruim,28,Grave
2022,6,2022-06-01,Centro-Oeste,GO,Goi?nia,Atropelamento,Manh?,13,13,0,41.9,Boa,22,Leve
2022,6,2022-06-01,Centro-Oeste,GO,Aparecida de Goi?nia,Colis?o,Noite,24,19,0,60.8,Muito ruim,48,Grave
2022,6,2022-06-01,Centro-Oeste,MT,Cuiab?,Colis?o,Tarde,21,11,1,23.2,Ruim,33,Grave
2022,6,2022-06-01,Centro-Oeste,MS,Campo Grande,Sa?da de pista,Noite,15,9,0,37.8,Boa,28,Leve
2022,6,2022-06-01,Sudeste,SP,S?o Paulo,Colis?o,Manh?,37,22,1,44.0,Muito ruim,66,Cr?tico
2022,6,2022-06-01,Sudeste,SP,Campinas,Colis?o,Tarde,36,18,1,0.0,Boa,57,Cr?tico
2022,6,2022-06-01,Sudeste,SP,Ribeir?o Preto,Sa?da de pista,Tarde,34,22,1,11.6,Ruim,46,Cr?tico
2022,6,2022-06-01,Sudeste,RJ,Rio de Janeiro,Colis?o,Noite,36,30,1,0.0,Moderada,51,Cr?tico
2022,6,2022-06-01,Sudeste,RJ,Niter?i,Colis?o,Tarde,29,23,0,0.0,Boa,42,Grave
2022,6,2022-06-01,Sudeste,RJ,Nova Igua?u,Colis?o,Noite,40,18,1,8.0,Ruim,71,Cr?tico
2022,6,2022-06-01,Sudeste,RJ,Petr?polis,Atropelamento,Madrugada,29,24,2,5.3,Boa,56,Cr?tico
2022,6,2022-06-01,Sudeste,MG,Belo Horizonte,Colis?o,Noite,40,18,2,18.1,Boa,61,Cr?tico
2022,6,2022-06-01,Sudeste,MG,Uberl?ndia,Colis?o,Manh?,35,20,0,51.0,Boa,58,Grave
2022,6,2022-06-01,Sudeste,MG,Juiz de Fora,Colis?o,Tarde,28,20,0,42.9,Boa,39,Grave
2022,6,2022-06-01,Sudeste,ES,Vit?ria,Colis?o,Tarde,25,15,1,24.8,Ruim,42,Cr?tico
2022,6,2022-06-01,Sudeste,ES,Vila Velha,Colis?o,Tarde,18,9,0,10.8,Moderada,26,Leve
2022,6,2022-06-01,Sudeste,ES,Serra,Colis?o,Noite,30,16,1,15.5,Boa,49,Cr?tico
2022,6,2022-06-01,Sul,PR,Curitiba,Atropelamento,Madrugada,22,14,1,41.1,Boa,31,Cr?tico
2022,6,2022-06-01,Sul,PR,Londrina,Atropelamento,Madrugada,17,14,2,28.1,Boa,33,Cr?tico
2022,6,2022-06-01,Sul,SC,Florian?polis,Atropelamento,Tarde,14,14,1,28.2,Moderada,24,Grave
2022,6,2022-06-01,Sul,SC,Joinville,Sa?da de pista,Manh?,14,12,0,30.7,Boa,23,Leve
2022,6,2022-06-01,Sul,RS,Porto Alegre,Sa?da de pista,Noite,28,24,1,56.0,Boa,45,Cr?tico
2022,6,2022-06-01,Sul,RS,Caxias do Sul,Colis?o,Manh?,21,16,0,27.5,Boa,45,Moderado
2022,7,2022-07-01,Norte,AM,Manaus,Colis?o,Noite,28,20,2,30.2,Boa,44,Cr?tico
2022,7,2022-07-01,Norte,PA,Bel?m,Sa?da de pista,Madrugada,23,18,2,20.5,Ruim,33,Cr?tico
2022,7,2022-07-01,Norte,PA,Santar?m,Sa?da de pista,Noite,16,12,1,3.6,Boa,28,Grave
2022,7,2022-07-01,Norte,RO,Porto Velho,Atropelamento,Noite,17,12,1,32.2,Boa,30,Grave
2022,7,2022-07-01,Norte,TO,Palmas,Capotamento,Noite,14,9,0,55.3,Moderada,20,Leve
2022,7,2022-07-01,Nordeste,BA,Salvador,Colis?o,Madrugada,29,13,2,17.9,Muito ruim,58,Cr?tico
2022,7,2022-07-01,Nordeste,BA,Feira de Santana,Sa?da de pista,Tarde,13,6,0,0.8,Muito ruim,25,Leve
2022,7,2022-07-01,Nordeste,PE,Recife,Capotamento,Madrugada,23,13,1,16.9,Muito ruim,42,Cr?tico
2022,7,2022-07-01,Nordeste,PE,Jaboat?o dos Guararapes,Colis?o,Tarde,27,18,0,28.7,Moderada,39,Moderado
2022,7,2022-07-01,Nordeste,CE,Fortaleza,Sa?da de pista,Noite,30,20,2,42.1,Ruim,55,Cr?tico
2022,7,2022-07-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Madrugada,29,15,0,41.1,Boa,44,Moderado
2022,7,2022-07-01,Nordeste,MA,S?o Lu?s,Colis?o,Tarde,27,19,0,41.8,Ruim,42,Moderado
2022,7,2022-07-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Noite,30,25,1,49.8,Boa,47,Cr?tico
2022,7,2022-07-01,Centro-Oeste,DF,Bras?lia,Atropelamento,Tarde,15,14,0,30.8,Boa,21,Moderado
2022,7,2022-07-01,Centro-Oeste,GO,Goi?nia,Capotamento,Noite,15,7,1,0,Boa,21,Grave
2022,7,2022-07-01,Centro-Oeste,GO,Aparecida de Goi?nia,Colis?o,Manh?,20,9,1,25.6,Boa,37,Grave
2022,7,2022-07-01,Centro-Oeste,MT,Cuiab?,Sa?da de pista,Tarde,19,14,0,28.3,Ruim,32,Moderado
2022,7,2022-07-01,Centro-Oeste,MS,Campo Grande,Sa?da de pista,Manh?,19,11,1,16.6,Muito ruim,34,Cr?tico
2022,7,2022-07-01,Sudeste,SP,S?o Paulo,Sa?da de pista,Tarde,36,25,1,1.4,Moderada,66,Cr?tico
2022,7,2022-07-01,Sudeste,SP,Campinas,Colis?o,Noite,50,25,1,31.3,Ruim,76,Cr?tico
2022,7,2022-07-01,Sudeste,SP,Ribeir?o Preto,Colis?o,Tarde,40,27,0,23.2,Moderada,78,Cr?tico
2022,7,2022-07-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Noite,24,17,1,2.4,Boa,34,Cr?tico
2022,7,2022-07-01,Sudeste,RJ,Niter?i,Sa?da de pista,Madrugada,35,23,1,33.4,Boa,58,Cr?tico
2022,7,2022-07-01,Sudeste,RJ,Nova Igua?u,Atropelamento,Tarde,27,23,1,33.3,Boa,50,Cr?tico
2022,7,2022-07-01,Sudeste,RJ,Petr?polis,Colis?o,Madrugada,36,29,1,6.0,Moderada,61,Cr?tico
2022,7,2022-07-01,Sudeste,MG,Belo Horizonte,Colis?o,Tarde,38,19,1,29.1,Boa,60,Cr?tico
2022,7,2022-07-01,Sudeste,MG,Uberl?ndia,Capotamento,Madrugada,32,15,2,21.7,Moderada,45,Cr?tico
2022,7,2022-07-01,Sudeste,MG,Juiz de Fora,Colis?o,Madrugada,40,19,0,21.8,Ruim,68,Grave
2022,7,2022-07-01,Sudeste,ES,Vit?ria,Colis?o,Tarde,35,30,0,67.4,Moderada,71,Cr?tico
2022,7,2022-07-01,Sudeste,ES,Vila Velha,Colis?o,Manh?,29,17,1,54.1,Boa,48,Cr?tico
2022,7,2022-07-01,Sudeste,ES,Serra,Atropelamento,Manh?,22,16,1,51.9,Moderada,31,Cr?tico
2022,7,2022-07-01,Sul,PR,Curitiba,Colis?o,Noite,24,14,2,22.7,Moderada,41,Cr?tico
2022,7,2022-07-01,Sul,PR,Londrina,Atropelamento,Madrugada,24,17,1,30.8,Boa,45,Cr?tico
2022,7,2022-07-01,Sul,SC,Florian?polis,Colis?o,Tarde,17,14,0,17.6,Boa,33,Moderado
2022,7,2022-07-01,Sul,SC,Joinville,Colis?o,Madrugada,32,25,2,69.9,Moderada,45,Cr?tico
2022,7,2022-07-01,Sul,RS,Porto Alegre,Capotamento,Noite,20,13,1,32.1,Boa,39,Grave
2022,7,2022-07-01,Sul,RS,Caxias do Sul,Capotamento,Noite,19,16,1,34.6,Boa,36,Cr?tico
2022,8,2022-08-01,Norte,AM,Manaus,Atropelamento,Manh?,10,9,0,25.6,Ruim,18,Leve
2022,8,2022-08-01,Norte,PA,Bel?m,Sa?da de pista,Noite,17,13,0,0.0,Moderada,31,Moderado
2022,8,2022-08-01,Norte,PA,Santar?m,Sa?da de pista,Madrugada,15,13,0,21.5,Boa,23,Leve
2022,8,2022-08-01,Norte,RO,Porto Velho,Colis?o,Tarde,19,10,0,10.4,Moderada,40,Leve
2022,8,2022-08-01,Norte,TO,Palmas,Colis?o,Manh?,21,15,1,14.0,Boa,35,Cr?tico
2022,8,2022-08-01,Nordeste,BA,Salvador,Sa?da de pista,Madrugada,25,17,1,71.7,Muito ruim,52,Cr?tico
2022,8,2022-08-01,Nordeste,BA,Feira de Santana,Colis?o,Manh?,21,11,0,42.2,Ruim,29,Moderado
2022,8,2022-08-01,Nordeste,PE,Recife,Colis?o,Manh?,23,18,1,43.3,Ruim,33,Cr?tico
2022,8,2022-08-01,Nordeste,PE,Jaboat?o dos Guararapes,Colis?o,Noite,26,20,2,25.7,Muito ruim,43,Cr?tico
2022,8,2022-08-01,Nordeste,CE,Fortaleza,Colis?o,Manh?,25,20,0,27.1,Boa,52,Moderado
2022,8,2022-08-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Manh?,16,13,0,24.7,Moderada,33,Moderado
2022,8,2022-08-01,Nordeste,MA,S?o Lu?s,Atropelamento,Madrugada,16,12,0,0,Boa,22,Leve
2022,8,2022-08-01,Nordeste,PB,Jo?o Pessoa,Capotamento,Tarde,21,10,1,55.8,Moderada,42,Grave
2022,8,2022-08-01,Centro-Oeste,DF,Bras?lia,Colis?o,Noite,19,16,0,43.6,Boa,29,Moderado
2022,8,2022-08-01,Centro-Oeste,GO,Goi?nia,Colis?o,Tarde,19,16,1,41.7,Boa,31,Cr?tico
2022,8,2022-08-01,Centro-Oeste,GO,Aparecida de Goi?nia,Colis?o,Noite,17,12,0,30.2,Moderada,23,Leve
2022,8,2022-08-01,Centro-Oeste,MT,Cuiab?,Colis?o,Madrugada,20,13,1,24.6,Moderada,36,Grave
2022,8,2022-08-01,Centro-Oeste,MS,Campo Grande,Capotamento,Tarde,7,4,0,41.7,Muito ruim,10,Leve
2022,8,2022-08-01,Sudeste,SP,S?o Paulo,Sa?da de pista,Noite,42,18,2,43.3,Ruim,65,Cr?tico
2022,8,2022-08-01,Sudeste,SP,Campinas,Capotamento,Tarde,29,22,1,7.9,Moderada,55,Cr?tico
2022,8,2022-08-01,Sudeste,SP,Ribeir?o Preto,Sa?da de pista,Tarde,36,21,1,52.0,Muito ruim,61,Cr?tico
2022,8,2022-08-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Madrugada,37,23,1,52.2,Boa,73,Cr?tico
2022,8,2022-08-01,Sudeste,RJ,Niter?i,Capotamento,Manh?,28,20,1,50.2,Ruim,45,Cr?tico
2022,8,2022-08-01,Sudeste,RJ,Nova Igua?u,Sa?da de pista,Madrugada,31,21,1,45.3,Boa,53,Cr?tico
2022,8,2022-08-01,Sudeste,RJ,Petr?polis,Atropelamento,Manh?,23,13,0,52.4,Boa,34,Moderado
2022,8,2022-08-01,Sudeste,MG,Belo Horizonte,Atropelamento,Manh?,30,15,1,51.5,Boa,64,Cr?tico
2022,8,2022-08-01,Sudeste,MG,Uberl?ndia,Capotamento,Tarde,25,18,0,35.5,Boa,48,Moderado
2022,8,2022-08-01,Sudeste,MG,Juiz de Fora,Colis?o,Madrugada,46,39,3,64.0,Boa,92,Cr?tico
2022,8,2022-08-01,Sudeste,ES,Vit?ria,Colis?o,Noite,28,17,1,20.6,Ruim,50,Cr?tico
2022,8,2022-08-01,Sudeste,ES,Vila Velha,Colis?o,Tarde,21,11,0,38.7,Ruim,37,Moderado
2022,8,2022-08-01,Sudeste,ES,Serra,Colis?o,Tarde,24,18,0,28.9,Moderada,40,Moderado
2022,8,2022-08-01,Sul,PR,Curitiba,Atropelamento,Tarde,17,10,0,25.1,Boa,23,Leve
2022,8,2022-08-01,Sul,PR,Londrina,Colis?o,Manh?,16,7,0,16.0,Moderada,34,Leve
2022,8,2022-08-01,Sul,SC,Florian?polis,Sa?da de pista,Tarde,24,16,1,55.2,Ruim,38,Cr?tico
2022,8,2022-08-01,Sul,SC,Joinville,Capotamento,Manh?,12,6,0,36.9,Boa,18,Leve
2022,8,2022-08-01,Sul,RS,Porto Alegre,Colis?o,Manh?,20,16,1,15.5,Boa,31,Cr?tico
2022,8,2022-08-01,Sul,RS,Caxias do Sul,Colis?o,Manh?,18,10,0,7.7,Ruim,37,Leve
2022,9,2022-09-01,Norte,AM,Manaus,Colis?o,Noite,20,16,0,0.0,Moderada,29,Moderado
2022,9,2022-09-01,Norte,PA,Bel?m,Capotamento,Madrugada,13,7,0,77.8,Moderada,25,Leve
2022,9,2022-09-01,Norte,PA,Santar?m,Colis?o,Madrugada,26,15,0,22.8,Boa,54,Moderado
2022,9,2022-09-01,Norte,RO,Porto Velho,Capotamento,Noite,20,16,1,15.2,Boa,28,Cr?tico
2022,9,2022-09-01,Norte,TO,Palmas,Capotamento,Madrugada,21,17,1,32.4,Ruim,34,Cr?tico
2022,9,2022-09-01,Nordeste,BA,Salvador,Colis?o,Manh?,27,21,1,39.9,Moderada,48,Cr?tico
2022,9,2022-09-01,Nordeste,BA,Feira de Santana,Colis?o,Madrugada,33,19,3,29.2,Ruim,46,Cr?tico
2022,9,2022-09-01,Nordeste,PE,Recife,Atropelamento,Tarde,19,12,1,57.0,Muito ruim,38,Cr?tico
2022,9,2022-09-01,Nordeste,PE,Jaboat?o dos Guararapes,Colis?o,Tarde,22,13,1,8.4,Moderada,40,Cr?tico
2022,9,2022-09-01,Nordeste,CE,Fortaleza,Sa?da de pista,Tarde,15,10,0,27.3,Moderada,25,Leve
2022,9,2022-09-01,Nordeste,CE,Juazeiro do Norte,Sa?da de pista,Tarde,21,10,0,29.1,Ruim,44,Leve
2022,9,2022-09-01,Nordeste,MA,S?o Lu?s,Atropelamento,Noite,15,15,0,9.8,Boa,22,Moderado
2022,9,2022-09-01,Nordeste,PB,Jo?o Pessoa,Atropelamento,Madrugada,20,16,2,34.6,Boa,38,Cr?tico
2022,9,2022-09-01,Centro-Oeste,DF,Bras?lia,Capotamento,Manh?,13,11,0,0,Boa,27,Leve
2022,9,2022-09-01,Centro-Oeste,GO,Goi?nia,Colis?o,Noite,27,18,2,12.5,Ruim,53,Cr?tico
2022,9,2022-09-01,Centro-Oeste,GO,Aparecida de Goi?nia,Capotamento,Noite,12,9,0,28.9,Boa,17,Leve
2022,9,2022-09-01,Centro-Oeste,MT,Cuiab?,Capotamento,Manh?,11,7,0,20.8,Moderada,19,Leve
2022,9,2022-09-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Noite,16,14,1,36.8,Boa,23,Grave
2022,9,2022-09-01,Sudeste,SP,S?o Paulo,Colis?o,Noite,38,20,2,0.0,Moderada,66,Cr?tico
2022,9,2022-09-01,Sudeste,SP,Campinas,Colis?o,Manh?,38,18,1,13.1,Moderada,59,Cr?tico
2022,9,2022-09-01,Sudeste,SP,Ribeir?o Preto,Atropelamento,Noite,41,20,2,56.5,Boa,87,Cr?tico
2022,9,2022-09-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Tarde,25,18,2,57.7,Muito ruim,39,Cr?tico
2022,9,2022-09-01,Sudeste,RJ,Niter?i,Sa?da de pista,Madrugada,32,15,1,27.3,Boa,50,Cr?tico
2022,9,2022-09-01,Sudeste,RJ,Nova Igua?u,Colis?o,Noite,39,25,1,25.0,Muito ruim,70,Cr?tico
2022,9,2022-09-01,Sudeste,RJ,Petr?polis,Capotamento,Tarde,21,17,0,11.4,Muito ruim,32,Moderado
2022,9,2022-09-01,Sudeste,MG,Belo Horizonte,Colis?o,Manh?,28,13,1,49.5,Ruim,59,Cr?tico
2022,9,2022-09-01,Sudeste,MG,Uberl?ndia,Capotamento,Madrugada,27,13,2,14.5,Ruim,41,Cr?tico
2022,9,2022-09-01,Sudeste,MG,Juiz de Fora,Atropelamento,Noite,38,25,4,53.6,Ruim,66,Cr?tico
2022,9,2022-09-01,Sudeste,ES,Vit?ria,Atropelamento,Tarde,20,19,0,17.3,Ruim,43,Moderado
2022,9,2022-09-01,Sudeste,ES,Vila Velha,Sa?da de pista,Manh?,19,14,0,0.0,Ruim,34,Moderado
2022,9,2022-09-01,Sudeste,ES,Serra,Colis?o,Noite,26,14,1,18.5,Ruim,55,Cr?tico
2022,9,2022-09-01,Sul,PR,Curitiba,Sa?da de pista,Madrugada,26,13,1,48.3,Moderada,36,Cr?tico
2022,9,2022-09-01,Sul,PR,Londrina,Colis?o,Madrugada,24,12,1,5.9,Boa,51,Cr?tico
2022,9,2022-09-01,Sul,SC,Florian?polis,Colis?o,Tarde,23,13,0,22.2,Moderada,40,Moderado
2022,9,2022-09-01,Sul,SC,Joinville,Sa?da de pista,Manh?,11,9,0,56.8,Moderada,16,Leve
2022,9,2022-09-01,Sul,RS,Porto Alegre,Colis?o,Tarde,25,11,0,68.8,Moderada,47,Moderado
2022,9,2022-09-01,Sul,RS,Caxias do Sul,Colis?o,Tarde,15,13,0,42.3,Boa,21,Leve
2022,10,2022-10-01,Norte,AM,Manaus,Colis?o,Madrugada,26,21,0,40.6,Muito ruim,49,Grave
2022,10,2022-10-01,Norte,PA,Bel?m,Sa?da de pista,Noite,23,11,1,36.6,Moderada,33,Grave
2022,10,2022-10-01,Norte,PA,Santar?m,Sa?da de pista,Madrugada,19,15,1,33.9,Ruim,30,Cr?tico
2022,10,2022-10-01,Norte,RO,Porto Velho,Colis?o,Tarde,17,7,0,20.8,Boa,30,Leve
2022,10,2022-10-01,Norte,TO,Palmas,Sa?da de pista,Noite,12,8,0,40.9,Moderada,24,Leve
2022,10,2022-10-01,Nordeste,BA,Salvador,Colis?o,Manh?,32,23,1,29.4,Muito ruim,55,Cr?tico
2022,10,2022-10-01,Nordeste,BA,Feira de Santana,Sa?da de pista,Noite,17,11,1,0.0,Moderada,33,Grave
2022,10,2022-10-01,Nordeste,PE,Recife,Atropelamento,Manh?,12,11,0,27.3,Muito ruim,17,Moderado
2022,10,2022-10-01,Nordeste,PE,Jaboat?o dos Guararapes,Capotamento,Madrugada,26,18,1,43.3,Moderada,54,Cr?tico
2022,10,2022-10-01,Nordeste,CE,Fortaleza,Atropelamento,Noite,20,19,2,24.5,Moderada,36,Cr?tico
2022,10,2022-10-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Noite,29,21,0,34.2,Muito ruim,62,Grave
2022,10,2022-10-01,Nordeste,MA,S?o Lu?s,Atropelamento,Tarde,22,15,1,67.7,Muito ruim,35,Cr?tico
2022,10,2022-10-01,Nordeste,PB,Jo?o Pessoa,Atropelamento,Noite,22,15,1,70.4,Moderada,44,Cr?tico
2022,10,2022-10-01,Centro-Oeste,DF,Bras?lia,Atropelamento,Madrugada,18,13,1,19.5,Boa,30,Grave
2022,10,2022-10-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,24,20,1,24.7,Ruim,33,Cr?tico
2022,10,2022-10-01,Centro-Oeste,GO,Aparecida de Goi?nia,Colis?o,Manh?,20,10,1,35.3,Muito ruim,41,Cr?tico
2022,10,2022-10-01,Centro-Oeste,MT,Cuiab?,Colis?o,Noite,24,13,1,37.2,Boa,39,Cr?tico
2022,10,2022-10-01,Centro-Oeste,MS,Campo Grande,Colis?o,Tarde,19,16,1,50.8,Boa,31,Cr?tico
2022,10,2022-10-01,Sudeste,SP,S?o Paulo,Colis?o,Madrugada,45,27,0,13.9,Boa,86,Cr?tico
2022,10,2022-10-01,Sudeste,SP,Campinas,Atropelamento,Noite,35,21,1,22.3,Boa,75,Cr?tico
2022,10,2022-10-01,Sudeste,SP,Ribeir?o Preto,Sa?da de pista,Noite,39,30,1,40.3,Moderada,81,Cr?tico
2022,10,2022-10-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Madrugada,25,23,2,0.0,Boa,46,Cr?tico
2022,10,2022-10-01,Sudeste,RJ,Niter?i,Atropelamento,Noite,28,21,0,46.7,Moderada,40,Grave
2022,10,2022-10-01,Sudeste,RJ,Nova Igua?u,Colis?o,Noite,36,21,0,0.0,Boa,58,Grave
2022,10,2022-10-01,Sudeste,RJ,Petr?polis,Colis?o,Madrugada,40,30,0,50.1,Muito ruim,59,Cr?tico
2022,10,2022-10-01,Sudeste,MG,Belo Horizonte,Capotamento,Manh?,22,10,1,36.7,Boa,36,Grave
2022,10,2022-10-01,Sudeste,MG,Uberl?ndia,Colis?o,Tarde,37,29,1,70.0,Boa,52,Cr?tico
2022,10,2022-10-01,Sudeste,MG,Juiz de Fora,Atropelamento,Noite,30,18,1,58.6,Muito ruim,42,Cr?tico
2022,10,2022-10-01,Sudeste,ES,Vit?ria,Colis?o,Noite,34,22,2,31.5,Boa,59,Cr?tico
2022,10,2022-10-01,Sudeste,ES,Vila Velha,Capotamento,Tarde,22,15,1,0.0,Boa,41,Cr?tico
2022,10,2022-10-01,Sudeste,ES,Serra,Colis?o,Tarde,26,19,1,6.6,Boa,38,Cr?tico
2022,10,2022-10-01,Sul,PR,Curitiba,Colis?o,Tarde,16,11,0,46.6,Moderada,28,Leve
2022,10,2022-10-01,Sul,PR,Londrina,Colis?o,Noite,23,18,0,2.3,Moderada,31,Moderado
2022,10,2022-10-01,Sul,SC,Florian?polis,Colis?o,Tarde,17,14,0,25.3,Boa,34,Moderado
2022,10,2022-10-01,Sul,SC,Joinville,Sa?da de pista,Tarde,13,7,0,0,Boa,25,Leve
2022,10,2022-10-01,Sul,RS,Porto Alegre,Colis?o,Tarde,20,15,0,24.9,Boa,30,Moderado
2022,10,2022-10-01,Sul,RS,Caxias do Sul,Sa?da de pista,Manh?,20,11,0,53.6,Moderada,39,Leve
2022,11,2022-11-01,Norte,AM,Manaus,Colis?o,Noite,20,15,1,37.5,Boa,39,Cr?tico
2022,11,2022-11-01,Norte,PA,Bel?m,Colis?o,Manh?,19,14,0,36.8,Boa,37,Moderado
2022,11,2022-11-01,Norte,PA,Santar?m,Colis?o,Manh?,6,4,0,14.4,Ruim,9,Leve
2022,11,2022-11-01,Norte,RO,Porto Velho,Colis?o,Madrugada,22,10,1,38.6,Ruim,32,Grave
2022,11,2022-11-01,Norte,TO,Palmas,Colis?o,Tarde,15,8,0,7.2,Moderada,23,Leve
2022,11,2022-11-01,Nordeste,BA,Salvador,Sa?da de pista,Manh?,16,11,0,6.5,Boa,32,Leve
2022,11,2022-11-01,Nordeste,BA,Feira de Santana,Colis?o,Tarde,27,13,1,35.6,Ruim,37,Cr?tico
2022,11,2022-11-01,Nordeste,PE,Recife,Atropelamento,Noite,24,17,3,24.5,Muito ruim,36,Cr?tico
2022,11,2022-11-01,Nordeste,PE,Jaboat?o dos Guararapes,Atropelamento,Madrugada,16,13,0,0,Boa,30,Moderado
2022,11,2022-11-01,Nordeste,CE,Fortaleza,Colis?o,Noite,24,19,0,3.3,Ruim,39,Moderado
